	Alligator	Gavialis	Acanthisitta	Bombycilla	Regulus	Fringilla	Passer	Ploceus	Vidua	Sylvia	Turdus	Picathartes	Corvus	Malurus	Climacteris	Menura	Dendrocolaptes	Scytalopus	Grallaria	Thamnophilus	Mionectes	Tyrannus	Pipra	Pitta	Smithornis	Sapayoa	Alisterus	Psittacula	Micropsitta	Chalcopsitta	Platycercus	Psittacus	Cacatua	Daptrius	Falco	Herpetotheres	Micrastur	Cariama	Alcedo	Momotus	Todus	Brachypteracias	Coracias	Merops	Bucco	Galbula	Capito	Megalaima	Dryocopus	Indicator	Bucorvus	Tockus	Phoeniculus	Upupa	Pharomachrus	Trogon	Leptosomus	Colius	Urocolius	Phodilus	Tyto	Speotyto	Strix	Buteo	Gampsonyx	Pandion	Sagittarius	Cathartes	Sarcoramphus	Arenaria	Jacana	Rostratula	Pedionomus	Thinocorus	Dromas	Larus	Turnix	Burhinus	Charadrius	Phegornis	Haematopus	Anhinga	Phalacrocorax	Morus	Fregata	Ardea	Cochlearius	Eudocimus	Balaeniceps	Scopus	Pelecanus	Ciconia	Diomedea	Oceanodroma	Pelecanoides	Puffinus	Oceanites	Eudyptula	Gavia	Corythaeola	Tauraco	Aramus	Grus	Psophia	Heliornis	Sarothrura	Himantornis	Rallus	Centropus	Coua	Coccyzus	Phaenicophaeus	Cuculus	Crotophaga	Geococcyx	Choriotis	Eupodotis	Opisthocomus	Aegotheles	Aerodramus	Streptoprocne	Hemiprocne	Colibri	Phaethornis	Caprimulgus	Eurostopodus	Batrachostomus	Podargus	Nyctibius-br	Nyctibius-gr	Steatornis	Eurypyga	Rhynochetos	Columba	Geotrygon	Treron	Columbina	Otidiphaps	Mesitornis	Monias	Pterocles	Syrrhaptes	Phaethon-le	Phaethon-ru	Phoenicopterus	Podiceps	Alectura	Megapodius	Colinus	Coturnix	Gallus	Rollulus	Numida	Crax	Anas	Aythya	Biziura	Anser	Malacorhynchus	Oxyura	Anseranas	Chauna	Apteryx	Casuarius	Dromaius	Crypturellus	Tinamus	Eudromia	Nothoprocta	Rhea	Struthio
Steatornis	0.693577	0.716476	0.257699	0.304768	0.294325	0.293336	0.297872	0.276962	0.281513	0.29404	0.301271	0.278821	0.262885	0.292491	0.273946	0.249677	0.270499	0.270094	0.268957	0.268239	0.269914	0.274016	0.258123	0.292582	0.267482	0.274772	0.226419	0.223701	0.233216	0.234041	0.229829	0.233144	0.215902	0.177116	0.193741	0.162454	0.164865	0.161253	0.270892	0.234282	0.23694	0.212256	0.211637	0.238121	0.251493	0.247976	0.296038	0.305089	0.271135	0.266165	0.217549	0.254072	0.322301	0.323166	0.220807	0.221687	0.181567	0.240409	0.247828	0.170936	0.173698	0.190842	0.167745	0.150956	0.172	0.157283	0.156903	0.133914	0.132882	0.182267	0.222692	0.218371	0.214369	0.223916	0.161169	0.168395	0.309462	0.151602	0.163744	0.162342	0.153352	0.166438	0.177919	0.153439	0.140211	0.163186	0.159159	0.155458	0.145283	0.166659	0.155872	0.140143	0.129824	0.139376	0.146078	0.137453	0.147971	0.143103	0.143354	0.173345	0.178396	0.174349	0.167851	0.192145	0.252708	0.269875	0.239608	0.238652	0.262724	0.229841	0.254045	0.239791	0.233589	0.223571	0.233383	0.179196	0.181273	0.177762	0.186558	0.20181	0.18637	0.186974	0.230576	0.23327	0.159971	0.156495	0.168732	0.161326	0.139378	0.132547	0	0.197457	0.192944	0.212328	0.21182	0.205046	0.208884	0.194144	0.196375	0.195897	0.187403	0.185226	0.163362	0.163042	0.140597	0.174792	0.30645	0.305336	0.39176	0.383514	0.35346	0.375228	0.328403	0.310512	0.288971	0.288277	0.287296	0.275123	0.295651	0.287029	0.240207	0.240895	0.305301	0.312449	0.316434	0.434603	0.416313	0.445641	0.441729	0.346259	0.320039
Eurypyga	0.73094	0.753839	0.295062	0.342131	0.331688	0.330699	0.335235	0.314325	0.318876	0.331403	0.338634	0.316184	0.300248	0.329854	0.311309	0.28704	0.307862	0.307457	0.30632	0.305602	0.307277	0.311379	0.295486	0.329945	0.304845	0.312135	0.263782	0.261064	0.270579	0.271404	0.267192	0.270507	0.253265	0.214479	0.231104	0.199817	0.202228	0.198616	0.308255	0.271645	0.274303	0.249619	0.249	0.275484	0.288856	0.285339	0.333401	0.342452	0.308498	0.303528	0.254912	0.291435	0.359664	0.360529	0.25817	0.25905	0.21893	0.277772	0.285191	0.208299	0.211061	0.228205	0.205108	0.188319	0.209363	0.194646	0.194266	0.171277	0.170245	0.21963	0.260055	0.255734	0.251732	0.261279	0.198532	0.205758	0.346825	0.188965	0.201107	0.199705	0.190715	0.203801	0.215282	0.190802	0.177574	0.200549	0.196522	0.192821	0.182646	0.204022	0.193235	0.177506	0.167187	0.176739	0.183441	0.174816	0.185334	0.180466	0.180717	0.210708	0.215759	0.211712	0.205214	0.229508	0.290071	0.307238	0.276971	0.276015	0.300087	0.267204	0.291408	0.277154	0.270952	0.260934	0.270746	0.216559	0.218636	0.215125	0.230819	0.246071	0.230631	0.231235	0.274837	0.277531	0.204232	0.200756	0.212993	0.205587	0.186393	0.179562	0.197457	0	0.094659	0.249691	0.249183	0.242409	0.246247	0.231507	0.233738	0.23326	0.224766	0.222589	0.200725	0.200405	0.17796	0.212155	0.343813	0.342699	0.429123	0.420877	0.390823	0.412591	0.365766	0.347875	0.326334	0.32564	0.324659	0.312486	0.333014	0.324392	0.27757	0.278258	0.342664	0.349812	0.353797	0.471966	0.453676	0.483004	0.479092	0.383622	0.357402
Rhynochetos	0.726427	0.749326	0.290549	0.337618	0.327175	0.326186	0.330722	0.309812	0.314363	0.32689	0.334121	0.311671	0.295735	0.325341	0.306796	0.282527	0.303349	0.302944	0.301807	0.301089	0.302764	0.306866	0.290973	0.325432	0.300332	0.307622	0.259269	0.256551	0.266066	0.266891	0.262679	0.265994	0.248752	0.209966	0.226591	0.195304	0.197715	0.194103	0.303742	0.267132	0.26979	0.245106	0.244487	0.270971	0.284343	0.280826	0.328888	0.337939	0.303985	0.299015	0.250399	0.286922	0.355151	0.356016	0.253657	0.254537	0.214417	0.273259	0.280678	0.203786	0.206548	0.223692	0.200595	0.183806	0.20485	0.190133	0.189753	0.166764	0.165732	0.215117	0.255542	0.251221	0.247219	0.256766	0.194019	0.201245	0.342312	0.184452	0.196594	0.195192	0.186202	0.199288	0.210769	0.186289	0.173061	0.196036	0.192009	0.188308	0.178133	0.199509	0.188722	0.172993	0.162674	0.172226	0.178928	0.170303	0.180821	0.175953	0.176204	0.206195	0.211246	0.207199	0.200701	0.224995	0.285558	0.302725	0.272458	0.271502	0.295574	0.262691	0.286895	0.272641	0.266439	0.256421	0.266233	0.212046	0.214123	0.210612	0.226306	0.241558	0.226118	0.226722	0.270324	0.273018	0.199719	0.196243	0.20848	0.201074	0.18188	0.175049	0.192944	0.094659	0	0.245178	0.24467	0.237896	0.241734	0.226994	0.229225	0.228747	0.220253	0.218076	0.196212	0.195892	0.173447	0.207642	0.3393	0.338186	0.42461	0.416364	0.38631	0.408078	0.361253	0.343362	0.321821	0.321127	0.320146	0.307973	0.328501	0.319879	0.273057	0.273745	0.338151	0.345299	0.349284	0.467453	0.449163	0.478491	0.474579	0.379109	0.352889
Columba	0.740493	0.763392	0.304615	0.351684	0.341241	0.340252	0.344788	0.323878	0.328429	0.340956	0.348187	0.325737	0.309801	0.339407	0.320862	0.296593	0.317415	0.31701	0.315873	0.315155	0.31683	0.320932	0.305039	0.339498	0.314398	0.321688	0.273335	0.270617	0.280132	0.280957	0.276745	0.28006	0.262818	0.224032	0.240657	0.20937	0.211781	0.208169	0.317808	0.281198	0.283856	0.259172	0.258553	0.285037	0.298409	0.294892	0.342954	0.352005	0.318051	0.313081	0.264465	0.300988	0.369217	0.370082	0.267723	0.268603	0.228483	0.287325	0.294744	0.217852	0.220614	0.237758	0.214661	0.197872	0.218916	0.204199	0.203819	0.18083	0.179798	0.229183	0.269608	0.265287	0.261285	0.270832	0.208085	0.215311	0.356378	0.198518	0.21066	0.209258	0.200268	0.213354	0.224835	0.200355	0.187127	0.210102	0.206075	0.202374	0.192199	0.213575	0.202788	0.187059	0.17674	0.186292	0.192994	0.184369	0.194887	0.190019	0.19027	0.220261	0.225312	0.221265	0.214767	0.239061	0.299624	0.316791	0.286524	0.285568	0.30964	0.276757	0.300961	0.286707	0.280505	0.270487	0.280299	0.226112	0.228189	0.224678	0.24569	0.260942	0.245502	0.246106	0.289708	0.292402	0.219103	0.215627	0.227864	0.220458	0.201264	0.194433	0.212328	0.249691	0.245178	0	0.065986	0.077752	0.084002	0.069262	0.229453	0.228975	0.225979	0.223802	0.204818	0.204498	0.184109	0.218304	0.353366	0.352252	0.438676	0.43043	0.400376	0.422144	0.375319	0.357428	0.335887	0.335193	0.334212	0.322039	0.342567	0.333945	0.287123	0.287811	0.352217	0.359365	0.36335	0.481519	0.463229	0.492557	0.488645	0.393175	0.366955
Geotrygon	0.739985	0.762884	0.304107	0.351176	0.340733	0.339744	0.34428	0.32337	0.327921	0.340448	0.347679	0.325229	0.309293	0.338899	0.320354	0.296085	0.316907	0.316502	0.315365	0.314647	0.316322	0.320424	0.304531	0.33899	0.31389	0.32118	0.272827	0.270109	0.279624	0.280449	0.276237	0.279552	0.26231	0.223524	0.240149	0.208862	0.211273	0.207661	0.3173	0.28069	0.283348	0.258664	0.258045	0.284529	0.297901	0.294384	0.342446	0.351497	0.317543	0.312573	0.263957	0.30048	0.368709	0.369574	0.267215	0.268095	0.227975	0.286817	0.294236	0.217344	0.220106	0.23725	0.214153	0.197364	0.218408	0.203691	0.203311	0.180322	0.17929	0.228675	0.2691	0.264779	0.260777	0.270324	0.207577	0.214803	0.35587	0.19801	0.210152	0.20875	0.19976	0.212846	0.224327	0.199847	0.186619	0.209594	0.205567	0.201866	0.191691	0.213067	0.20228	0.186551	0.176232	0.185784	0.192486	0.183861	0.194379	0.189511	0.189762	0.219753	0.224804	0.220757	0.214259	0.238553	0.299116	0.316283	0.286016	0.28506	0.309132	0.276249	0.300453	0.286199	0.279997	0.269979	0.279791	0.225604	0.227681	0.22417	0.245182	0.260434	0.244994	0.245598	0.2892	0.291894	0.218595	0.215119	0.227356	0.21995	0.200756	0.193925	0.21182	0.249183	0.24467	0.065986	0	0.077244	0.083494	0.068754	0.228945	0.228467	0.225471	0.223294	0.20431	0.20399	0.183601	0.217796	0.352858	0.351744	0.438168	0.429922	0.399868	0.421636	0.374811	0.35692	0.335379	0.334685	0.333704	0.321531	0.342059	0.333437	0.286615	0.287303	0.351709	0.358857	0.362842	0.481011	0.462721	0.492049	0.488137	0.392667	0.366447
Treron	0.733211	0.75611	0.297333	0.344402	0.333959	0.33297	0.337506	0.316596	0.321147	0.333674	0.340905	0.318455	0.302519	0.332125	0.31358	0.289311	0.310133	0.309728	0.308591	0.307873	0.309548	0.31365	0.297757	0.332216	0.307116	0.314406	0.266053	0.263335	0.27285	0.273675	0.269463	0.272778	0.255536	0.21675	0.233375	0.202088	0.204499	0.200887	0.310526	0.273916	0.276574	0.25189	0.251271	0.277755	0.291127	0.28761	0.335672	0.344723	0.310769	0.305799	0.257183	0.293706	0.361935	0.3628	0.260441	0.261321	0.221201	0.280043	0.287462	0.21057	0.213332	0.230476	0.207379	0.19059	0.211634	0.196917	0.196537	0.173548	0.172516	0.221901	0.262326	0.258005	0.254003	0.26355	0.200803	0.208029	0.349096	0.191236	0.203378	0.201976	0.192986	0.206072	0.217553	0.193073	0.179845	0.20282	0.198793	0.195092	0.184917	0.206293	0.195506	0.179777	0.169458	0.17901	0.185712	0.177087	0.187605	0.182737	0.182988	0.212979	0.21803	0.213983	0.207485	0.231779	0.292342	0.309509	0.279242	0.278286	0.302358	0.269475	0.293679	0.279425	0.273223	0.263205	0.273017	0.21883	0.220907	0.217396	0.238408	0.25366	0.23822	0.238824	0.282426	0.28512	0.211821	0.208345	0.220582	0.213176	0.193982	0.187151	0.205046	0.242409	0.237896	0.077752	0.077244	0	0.07672	0.06198	0.222171	0.221693	0.218697	0.21652	0.197536	0.197216	0.176827	0.211022	0.346084	0.34497	0.431394	0.423148	0.393094	0.414862	0.368037	0.350146	0.328605	0.327911	0.32693	0.314757	0.335285	0.326663	0.279841	0.280529	0.344935	0.352083	0.356068	0.474237	0.455947	0.485275	0.481363	0.385893	0.359673
Columbina	0.737049	0.759948	0.301171	0.34824	0.337797	0.336808	0.341344	0.320434	0.324985	0.337512	0.344743	0.322293	0.306357	0.335963	0.317418	0.293149	0.313971	0.313566	0.312429	0.311711	0.313386	0.317488	0.301595	0.336054	0.310954	0.318244	0.269891	0.267173	0.276688	0.277513	0.273301	0.276616	0.259374	0.220588	0.237213	0.205926	0.208337	0.204725	0.314364	0.277754	0.280412	0.255728	0.255109	0.281593	0.294965	0.291448	0.33951	0.348561	0.314607	0.309637	0.261021	0.297544	0.365773	0.366638	0.264279	0.265159	0.225039	0.283881	0.2913	0.214408	0.21717	0.234314	0.211217	0.194428	0.215472	0.200755	0.200375	0.177386	0.176354	0.225739	0.266164	0.261843	0.257841	0.267388	0.204641	0.211867	0.352934	0.195074	0.207216	0.205814	0.196824	0.20991	0.221391	0.196911	0.183683	0.206658	0.202631	0.19893	0.188755	0.210131	0.199344	0.183615	0.173296	0.182848	0.18955	0.180925	0.191443	0.186575	0.186826	0.216817	0.221868	0.217821	0.211323	0.235617	0.29618	0.313347	0.28308	0.282124	0.306196	0.273313	0.297517	0.283263	0.277061	0.267043	0.276855	0.222668	0.224745	0.221234	0.242246	0.257498	0.242058	0.242662	0.286264	0.288958	0.215659	0.212183	0.22442	0.217014	0.19782	0.190989	0.208884	0.246247	0.241734	0.084002	0.083494	0.07672	0	0.061552	0.226009	0.225531	0.222535	0.220358	0.201374	0.201054	0.180665	0.21486	0.349922	0.348808	0.435232	0.426986	0.396932	0.4187	0.371875	0.353984	0.332443	0.331749	0.330768	0.318595	0.339123	0.330501	0.283679	0.284367	0.348773	0.355921	0.359906	0.478075	0.459785	0.489113	0.485201	0.389731	0.363511
Otidiphaps	0.722309	0.745208	0.286431	0.3335	0.323057	0.322068	0.326604	0.305694	0.310245	0.322772	0.330003	0.307553	0.291617	0.321223	0.302678	0.278409	0.299231	0.298826	0.297689	0.296971	0.298646	0.302748	0.286855	0.321314	0.296214	0.303504	0.255151	0.252433	0.261948	0.262773	0.258561	0.261876	0.244634	0.205848	0.222473	0.191186	0.193597	0.189985	0.299624	0.263014	0.265672	0.240988	0.240369	0.266853	0.280225	0.276708	0.32477	0.333821	0.299867	0.294897	0.246281	0.282804	0.351033	0.351898	0.249539	0.250419	0.210299	0.269141	0.27656	0.199668	0.20243	0.219574	0.196477	0.179688	0.200732	0.186015	0.185635	0.162646	0.161614	0.210999	0.251424	0.247103	0.243101	0.252648	0.189901	0.197127	0.338194	0.180334	0.192476	0.191074	0.182084	0.19517	0.206651	0.182171	0.168943	0.191918	0.187891	0.18419	0.174015	0.195391	0.184604	0.168875	0.158556	0.168108	0.17481	0.166185	0.176703	0.171835	0.172086	0.202077	0.207128	0.203081	0.196583	0.220877	0.28144	0.298607	0.26834	0.267384	0.291456	0.258573	0.282777	0.268523	0.262321	0.252303	0.262115	0.207928	0.210005	0.206494	0.227506	0.242758	0.227318	0.227922	0.271524	0.274218	0.200919	0.197443	0.20968	0.202274	0.18308	0.176249	0.194144	0.231507	0.226994	0.069262	0.068754	0.06198	0.061552	0	0.211269	0.210791	0.207795	0.205618	0.186634	0.186314	0.165925	0.20012	0.335182	0.334068	0.420492	0.412246	0.382192	0.40396	0.357135	0.339244	0.317703	0.317009	0.316028	0.303855	0.324383	0.315761	0.268939	0.269627	0.334033	0.341181	0.345166	0.463335	0.445045	0.474373	0.470461	0.374991	0.348771
Mesitornis	0.72454	0.747439	0.288662	0.335731	0.325288	0.324299	0.328835	0.307925	0.312476	0.325003	0.332234	0.309784	0.293848	0.323454	0.304909	0.28064	0.301462	0.301057	0.29992	0.299202	0.300877	0.304979	0.289086	0.323545	0.298445	0.305735	0.257382	0.254664	0.264179	0.265004	0.260792	0.264107	0.246865	0.208079	0.224704	0.193417	0.195828	0.192216	0.301855	0.265245	0.267903	0.243219	0.2426	0.269084	0.282456	0.278939	0.327001	0.336052	0.302098	0.297128	0.248512	0.285035	0.353264	0.354129	0.25177	0.25265	0.21253	0.271372	0.278791	0.201899	0.204661	0.221805	0.198708	0.181919	0.202963	0.188246	0.187866	0.164877	0.163845	0.21323	0.253655	0.249334	0.245332	0.254879	0.192132	0.199358	0.340425	0.182565	0.194707	0.193305	0.184315	0.197401	0.208882	0.184402	0.171174	0.194149	0.190122	0.186421	0.176246	0.197622	0.186835	0.171106	0.160787	0.170339	0.177041	0.168416	0.178934	0.174066	0.174317	0.204308	0.209359	0.205312	0.198814	0.223108	0.283671	0.300838	0.270571	0.269615	0.293687	0.260804	0.285008	0.270754	0.264552	0.254534	0.264346	0.210159	0.212236	0.208725	0.229737	0.244989	0.229549	0.230153	0.273755	0.276449	0.20315	0.199674	0.211911	0.204505	0.185311	0.17848	0.196375	0.233738	0.229225	0.229453	0.228945	0.222171	0.226009	0.211269	0	0.046688	0.210026	0.207849	0.188865	0.188545	0.168156	0.202351	0.337413	0.336299	0.422723	0.414477	0.384423	0.406191	0.359366	0.341475	0.319934	0.31924	0.318259	0.306086	0.326614	0.317992	0.27117	0.271858	0.336264	0.343412	0.347397	0.465566	0.447276	0.476604	0.472692	0.377222	0.351002
Monias	0.724062	0.746961	0.288184	0.335253	0.32481	0.323821	0.328357	0.307447	0.311998	0.324525	0.331756	0.309306	0.29337	0.322976	0.304431	0.280162	0.300984	0.300579	0.299442	0.298724	0.300399	0.304501	0.288608	0.323067	0.297967	0.305257	0.256904	0.254186	0.263701	0.264526	0.260314	0.263629	0.246387	0.207601	0.224226	0.192939	0.19535	0.191738	0.301377	0.264767	0.267425	0.242741	0.242122	0.268606	0.281978	0.278461	0.326523	0.335574	0.30162	0.29665	0.248034	0.284557	0.352786	0.353651	0.251292	0.252172	0.212052	0.270894	0.278313	0.201421	0.204183	0.221327	0.19823	0.181441	0.202485	0.187768	0.187388	0.164399	0.163367	0.212752	0.253177	0.248856	0.244854	0.254401	0.191654	0.19888	0.339947	0.182087	0.194229	0.192827	0.183837	0.196923	0.208404	0.183924	0.170696	0.193671	0.189644	0.185943	0.175768	0.197144	0.186357	0.170628	0.160309	0.169861	0.176563	0.167938	0.178456	0.173588	0.173839	0.20383	0.208881	0.204834	0.198336	0.22263	0.283193	0.30036	0.270093	0.269137	0.293209	0.260326	0.28453	0.270276	0.264074	0.254056	0.263868	0.209681	0.211758	0.208247	0.229259	0.244511	0.229071	0.229675	0.273277	0.275971	0.202672	0.199196	0.211433	0.204027	0.184833	0.178002	0.195897	0.23326	0.228747	0.228975	0.228467	0.221693	0.225531	0.210791	0.046688	0	0.209548	0.207371	0.188387	0.188067	0.167678	0.201873	0.336935	0.335821	0.422245	0.413999	0.383945	0.405713	0.358888	0.340997	0.319456	0.318762	0.317781	0.305608	0.326136	0.317514	0.270692	0.27138	0.335786	0.342934	0.346919	0.465088	0.446798	0.476126	0.472214	0.376744	0.350524
Pterocles	0.715568	0.738467	0.27969	0.326759	0.316316	0.315327	0.319863	0.298953	0.303504	0.316031	0.323262	0.300812	0.284876	0.314482	0.295937	0.271668	0.29249	0.292085	0.290948	0.29023	0.291905	0.296007	0.280114	0.314573	0.289473	0.296763	0.24841	0.245692	0.255207	0.256032	0.25182	0.255135	0.237893	0.199107	0.215732	0.184445	0.186856	0.183244	0.292883	0.256273	0.258931	0.234247	0.233628	0.260112	0.273484	0.269967	0.318029	0.32708	0.293126	0.288156	0.23954	0.276063	0.344292	0.345157	0.242798	0.243678	0.203558	0.2624	0.269819	0.192927	0.195689	0.212833	0.189736	0.172947	0.193991	0.179274	0.178894	0.155905	0.154873	0.204258	0.244683	0.240362	0.23636	0.245907	0.18316	0.190386	0.331453	0.173593	0.185735	0.184333	0.175343	0.188429	0.19991	0.17543	0.162202	0.185177	0.18115	0.177449	0.167274	0.18865	0.177863	0.162134	0.151815	0.161367	0.168069	0.159444	0.169962	0.165094	0.165345	0.195336	0.200387	0.19634	0.189842	0.214136	0.274699	0.291866	0.261599	0.260643	0.284715	0.251832	0.276036	0.261782	0.25558	0.245562	0.255374	0.201187	0.203264	0.199753	0.220765	0.236017	0.220577	0.221181	0.264783	0.267477	0.194178	0.190702	0.202939	0.195533	0.176339	0.169508	0.187403	0.224766	0.220253	0.225979	0.225471	0.218697	0.222535	0.207795	0.210026	0.209548	0	0.058443	0.179893	0.179573	0.159184	0.193379	0.328441	0.327327	0.413751	0.405505	0.375451	0.397219	0.350394	0.332503	0.310962	0.310268	0.309287	0.297114	0.317642	0.30902	0.262198	0.262886	0.327292	0.33444	0.338425	0.456594	0.438304	0.467632	0.46372	0.36825	0.34203
Syrrhaptes	0.713391	0.73629	0.277513	0.324582	0.314139	0.31315	0.317686	0.296776	0.301327	0.313854	0.321085	0.298635	0.282699	0.312305	0.29376	0.269491	0.290313	0.289908	0.288771	0.288053	0.289728	0.29383	0.277937	0.312396	0.287296	0.294586	0.246233	0.243515	0.25303	0.253855	0.249643	0.252958	0.235716	0.19693	0.213555	0.182268	0.184679	0.181067	0.290706	0.254096	0.256754	0.23207	0.231451	0.257935	0.271307	0.26779	0.315852	0.324903	0.290949	0.285979	0.237363	0.273886	0.342115	0.34298	0.240621	0.241501	0.201381	0.260223	0.267642	0.19075	0.193512	0.210656	0.187559	0.17077	0.191814	0.177097	0.176717	0.153728	0.152696	0.202081	0.242506	0.238185	0.234183	0.24373	0.180983	0.188209	0.329276	0.171416	0.183558	0.182156	0.173166	0.186252	0.197733	0.173253	0.160025	0.183	0.178973	0.175272	0.165097	0.186473	0.175686	0.159957	0.149638	0.15919	0.165892	0.157267	0.167785	0.162917	0.163168	0.193159	0.19821	0.194163	0.187665	0.211959	0.272522	0.289689	0.259422	0.258466	0.282538	0.249655	0.273859	0.259605	0.253403	0.243385	0.253197	0.19901	0.201087	0.197576	0.218588	0.23384	0.2184	0.219004	0.262606	0.2653	0.192001	0.188525	0.200762	0.193356	0.174162	0.167331	0.185226	0.222589	0.218076	0.223802	0.223294	0.21652	0.220358	0.205618	0.207849	0.207371	0.058443	0	0.177716	0.177396	0.157007	0.191202	0.326264	0.32515	0.411574	0.403328	0.373274	0.395042	0.348217	0.330326	0.308785	0.308091	0.30711	0.294937	0.315465	0.306843	0.260021	0.260709	0.325115	0.332263	0.336248	0.454417	0.436127	0.465455	0.461543	0.366073	0.339853
Phaethon-le	0.691527	0.714426	0.255649	0.302718	0.292275	0.291286	0.295822	0.274912	0.279463	0.29199	0.299221	0.276771	0.260835	0.290441	0.271896	0.247627	0.268449	0.268044	0.266907	0.266189	0.267864	0.271966	0.256073	0.290532	0.265432	0.272722	0.224369	0.221651	0.231166	0.231991	0.227779	0.231094	0.213852	0.175066	0.191691	0.160404	0.162815	0.159203	0.268842	0.232232	0.23489	0.210206	0.209587	0.236071	0.249443	0.245926	0.293988	0.303039	0.269085	0.264115	0.215499	0.252022	0.320251	0.321116	0.218757	0.219637	0.179517	0.238359	0.245778	0.168886	0.171648	0.188792	0.165695	0.148906	0.16995	0.155233	0.154853	0.131864	0.130832	0.180217	0.220642	0.216321	0.212319	0.221866	0.159119	0.166345	0.307412	0.149552	0.161694	0.160292	0.151302	0.164388	0.175869	0.151389	0.138161	0.161136	0.157109	0.153408	0.143233	0.164609	0.153822	0.138093	0.127774	0.137326	0.144028	0.135403	0.145921	0.141053	0.141304	0.171295	0.176346	0.172299	0.165801	0.190095	0.250658	0.267825	0.237558	0.236602	0.260674	0.227791	0.251995	0.237741	0.231539	0.221521	0.231333	0.177146	0.179223	0.175712	0.196724	0.211976	0.196536	0.19714	0.240742	0.243436	0.170137	0.166661	0.178898	0.171492	0.152298	0.145467	0.163362	0.200725	0.196212	0.204818	0.20431	0.197536	0.201374	0.186634	0.188865	0.188387	0.179893	0.177716	0	0.005132	0.135143	0.169338	0.3044	0.303286	0.38971	0.381464	0.35141	0.373178	0.326353	0.308462	0.286921	0.286227	0.285246	0.273073	0.293601	0.284979	0.238157	0.238845	0.303251	0.310399	0.314384	0.432553	0.414263	0.443591	0.439679	0.344209	0.317989
Phaethon-ru	0.691207	0.714106	0.255329	0.302398	0.291955	0.290966	0.295502	0.274592	0.279143	0.29167	0.298901	0.276451	0.260515	0.290121	0.271576	0.247307	0.268129	0.267724	0.266587	0.265869	0.267544	0.271646	0.255753	0.290212	0.265112	0.272402	0.224049	0.221331	0.230846	0.231671	0.227459	0.230774	0.213532	0.174746	0.191371	0.160084	0.162495	0.158883	0.268522	0.231912	0.23457	0.209886	0.209267	0.235751	0.249123	0.245606	0.293668	0.302719	0.268765	0.263795	0.215179	0.251702	0.319931	0.320796	0.218437	0.219317	0.179197	0.238039	0.245458	0.168566	0.171328	0.188472	0.165375	0.148586	0.16963	0.154913	0.154533	0.131544	0.130512	0.179897	0.220322	0.216001	0.211999	0.221546	0.158799	0.166025	0.307092	0.149232	0.161374	0.159972	0.150982	0.164068	0.175549	0.151069	0.137841	0.160816	0.156789	0.153088	0.142913	0.164289	0.153502	0.137773	0.127454	0.137006	0.143708	0.135083	0.145601	0.140733	0.140984	0.170975	0.176026	0.171979	0.165481	0.189775	0.250338	0.267505	0.237238	0.236282	0.260354	0.227471	0.251675	0.237421	0.231219	0.221201	0.231013	0.176826	0.178903	0.175392	0.196404	0.211656	0.196216	0.19682	0.240422	0.243116	0.169817	0.166341	0.178578	0.171172	0.151978	0.145147	0.163042	0.200405	0.195892	0.204498	0.20399	0.197216	0.201054	0.186314	0.188545	0.188067	0.179573	0.177396	0.005132	0	0.134823	0.169018	0.30408	0.302966	0.38939	0.381144	0.35109	0.372858	0.326033	0.308142	0.286601	0.285907	0.284926	0.272753	0.293281	0.284659	0.237837	0.238525	0.302931	0.310079	0.314064	0.432233	0.413943	0.443271	0.439359	0.343889	0.317669
Phoenicopterus	0.668762	0.691661	0.232884	0.279953	0.26951	0.268521	0.273057	0.252147	0.256698	0.269225	0.276456	0.254006	0.23807	0.267676	0.249131	0.224862	0.245684	0.245279	0.244142	0.243424	0.245099	0.249201	0.233308	0.267767	0.242667	0.249957	0.201604	0.198886	0.208401	0.209226	0.205014	0.208329	0.191087	0.152301	0.168926	0.137639	0.14005	0.136438	0.246077	0.209467	0.212125	0.187441	0.186822	0.213306	0.226678	0.223161	0.271223	0.280274	0.24632	0.24135	0.192734	0.229257	0.297486	0.298351	0.195992	0.196872	0.156752	0.215594	0.223013	0.146121	0.148883	0.166027	0.14293	0.126141	0.147185	0.132468	0.132088	0.109099	0.108067	0.157452	0.197877	0.193556	0.189554	0.199101	0.136354	0.14358	0.284647	0.126787	0.138929	0.137527	0.128537	0.141623	0.153104	0.128624	0.115396	0.138371	0.134344	0.130643	0.120468	0.141844	0.131057	0.115328	0.105009	0.114561	0.121263	0.112638	0.123156	0.118288	0.118539	0.14853	0.153581	0.149534	0.143036	0.16733	0.227893	0.24506	0.214793	0.213837	0.237909	0.205026	0.22923	0.214976	0.208774	0.198756	0.208568	0.154381	0.156458	0.152947	0.173959	0.189211	0.173771	0.174375	0.217977	0.220671	0.147372	0.143896	0.156133	0.148727	0.129533	0.122702	0.140597	0.17796	0.173447	0.184109	0.183601	0.176827	0.180665	0.165925	0.168156	0.167678	0.159184	0.157007	0.135143	0.134823	0	0.107277	0.281635	0.280521	0.366945	0.358699	0.328645	0.350413	0.303588	0.285697	0.264156	0.263462	0.262481	0.250308	0.270836	0.262214	0.215392	0.21608	0.280486	0.287634	0.291619	0.409788	0.391498	0.420826	0.416914	0.321444	0.295224
